fid,TreeID,Family,Genus,species,Xutm,Yutm,arbre_plus_proche,sondage_N,depth_sup,Family_2,Genus_2,species_2,Xutm_2,Yutm_2
"231","153674",Meliaceae,Guarea,costata,285595.086552,581570.8862,"153634",15.6,"84",Sapotaceae,,bangii,285592.9912222,581575.0738
"232","153678",Burseraceae,Protium,opacum,285594.318888,581570.6578,"153634",15.6,"84",Sapotaceae,,bangii,285592.9912222,581575.0738
"233","153684",Urticaceae,Cecropia,obtusa,285590.0749111,581572.9511,"153634",15.6,"84",Sapotaceae,,bangii,285592.9912222,581575.0738
"234","153689",Meliaceae,Guarea,costata,285589.18010075,581575.9271,"153634",15.6,"84",Sapotaceae,,bangii,285592.9912222,581575.0738
"235","153690",Metteniusaceae,Poraqueiba,guianensis,285589.255812475,581577.41385,"153634",15.6,"84",Sapotaceae,,bangii,285592.9912222,581575.0738
"236","153691",Sapotaceae,Pouteria,jariensis,285591.36775755,581576.9963,"153634",15.6,"84",Sapotaceae,,bangii,285592.9912222,581575.0738
"237","153692",Myristicaceae,Iryanthera,sagotiana,285593.4313288,581577.0873,"153634",15.6,"84",Sapotaceae,,bangii,285592.9912222,581575.0738
"238","153693",Lauraceae,Aniba,taubertiana,285593.27764275,581577.25075,"153634",15.6,"84",Sapotaceae,,bangii,285592.9912222,581575.0738
"239","153694",Clusiaceae,Tovomita,obovata,285591.7992236,581577.6476,"153634",15.6,"84",Sapotaceae,,bangii,285592.9912222,581575.0738
"240","153697",Annonaceae,Fusaea,longifolia,285590.62817085,581577.71755,"153634",15.6,"84",Sapotaceae,,bangii,285592.9912222,581575.0738
"241","153698",Olacaceae,Chaunochiton,kappleri,285591.35690795,581578.77105,"153634",15.6,"84",Sapotaceae,,bangii,285592.9912222,581575.0738
"242","153699",Lecythidaceae,Lecythis,persistens,285590.7998723,581579.23285,"153634",15.6,"84",Sapotaceae,,bangii,285592.9912222,581575.0738
"243","153700",Sapindaceae,Talisia,hexaphylla,285589.75437625,581578.1897,"153634",15.6,"84",Sapotaceae,,bangii,285592.9912222,581575.0738
"244","153701",Violaceae,Paypayrola,hulkiana,285589.75437625,581578.1897,"153634",15.6,"84",Sapotaceae,,bangii,285592.9912222,581575.0738
"245","153702",Lauraceae,Ocotea,percurrens,285591.31793665,581579.59615,"153634",15.6,"84",Sapotaceae,,bangii,285592.9912222,581575.0738
"246","153703",Vochysiaceae,Ruizterania,albiflora,285591.50986675,581579.65325,"153634",15.6,"84",Sapotaceae,,bangii,285592.9912222,581575.0738
"247","153708",Ochnaceae,Lacunaria,jenmanii,285592.5662049,581578.92165,"153634",15.6,"84",Sapotaceae,,bangii,285592.9912222,581575.0738
"248","153709",Meliaceae,Guarea,costata,285592.844718375,581578.69075,"153634",15.6,"84",Sapotaceae,,bangii,285592.9912222,581575.0738
"249","153709",Meliaceae,Guarea,costata,285592.844718375,581578.69075,"153634",15.6,"84",Sapotaceae,,bangii,285592.9912222,581575.0738
"250","153710",Malvaceae,Theobroma,guianense,285593.0265454,581579.47695,"153634",15.6,"84",Sapotaceae,,bangii,285592.9912222,581575.0738
"251","153711",Annonaceae,Fusaea,longifolia,285592.7574124,581580.0244,"153634",15.6,"84",Sapotaceae,,bangii,285592.9912222,581575.0738
"252","153737",Fabaceae,Swartzia,panacoco,285596.722923,581577.962,"153634",15.6,"84",Sapotaceae,,bangii,285592.9912222,581575.0738
"253","153738",Sapindaceae,Talisia,furfuracea,285596.7900268,581578.08655,"153634",15.6,"84",Sapotaceae,,bangii,285592.9912222,581575.0738
"254","153739",Fabaceae,Tachigali,melinonii,285595.7820636,581578.3096,"153634",15.6,"84",Sapotaceae,,bangii,285592.9912222,581575.0738
"255","153740",Meliaceae,Guarea,pubescens,285595.110321375,581578.10975,"153634",15.6,"84",Sapotaceae,,bangii,285592.9912222,581575.0738
"256","153741",Bignoniaceae,Jacaranda,copaia,285594.717087,581577.679,"153634",15.6,"84",Sapotaceae,,bangii,285592.9912222,581575.0738
"257","153744",Annonaceae,Oxandra,asbeckii,285592.72999725,581578.0291,"153634",15.6,"84",Sapotaceae,,bangii,285592.9912222,581575.0738
"258","191437",Annonaceae,Oxandra,asbeckii,285501.1082226,581405.4574,"191464",19.2,"78",Rubiaceae,,aquatica,285502.000674,581410.1175
"259","191439",Chrysobalanaceae,Hirtella,racemosa,285499.82204285,581405.91135,"191464",19.2,"78",Rubiaceae,,aquatica,285502.000674,581410.1175
"260","191440",Peraceae,Chaetocarpus,schomburgkianus,285499.102051675,581406.22005,"191464",19.2,"78",Rubiaceae,,aquatica,285502.000674,581410.1175
"261","191441",Peraceae,Chaetocarpus,schomburgkianus,285499.102051675,581406.22005,"191464",19.2,"78",Rubiaceae,,aquatica,285502.000674,581410.1175
"262","191444",Sapotaceae,Pouteria,gongrijpii,285499.0730855,581406.31605,"191464",19.2,"78",Rubiaceae,,aquatica,285502.000674,581410.1175
"263","191445",Annonaceae,Oxandra,asbeckii,285499.2806586,581408.0519,"191464",19.2,"78",Rubiaceae,,aquatica,285502.000674,581410.1175
"264","191446",Lecythidaceae,Eschweilera,sagotiana,285498.736532875,581406.73895,"191464",19.2,"78",Rubiaceae,,aquatica,285502.000674,581410.1175
"265","191458",Cordiaceae,Cordia,sprucei,285498.6903135,581410.701,"191464",19.2,"78",Rubiaceae,,aquatica,285502.000674,581410.1175
"266","191459",Annonaceae,Guatteria,guianensis,285499.066865,581409.453,"191464",19.2,"78",Rubiaceae,,aquatica,285502.000674,581410.1175
"267","191460",Annonaceae,Oxandra,asbeckii,285499.4461975,581411.6585,"191464",19.2,"78",Rubiaceae,,aquatica,285502.000674,581410.1175
"268","191461",Myrtaceae,Myrcia,multiflora,285500.01858715,581408.3763,"191464",19.2,"78",Rubiaceae,,aquatica,285502.000674,581410.1175
"269","191462",Vochysiaceae,Qualea,rosea,285500.01858715,581408.3763,"191464",19.2,"78",Rubiaceae,,aquatica,285502.000674,581410.1175
"270","191463",Annonaceae,Duguetia,calycina,285501.48627295,581413.2077,"191464",19.2,"78",Rubiaceae,,aquatica,285502.000674,581410.1175
"271","191464",Rubiaceae,Duroia,aquatica,285502.000674,581410.1175,"191464",19.2,"78",Rubiaceae,,aquatica,285502.000674,581410.1175
"272","191465",Lecythidaceae,Eschweilera,congestiflora,285502.2723632,581408.5244,"191464",19.2,"78",Rubiaceae,,aquatica,285502.000674,581410.1175
"273","191466",Chrysobalanaceae,Licania,membranacea,285502.05167685,581408.5633,"191464",19.2,"78",Rubiaceae,,aquatica,285502.000674,581410.1175
"274","191467",Clusiaceae,Tovomita,"sp,9 CAY-ATDN",285502.0806404,581408.4673,"191464",19.2,"78",Rubiaceae,,aquatica,285502.000674,581410.1175
"275","191470",Sapotaceae,Chrysophyllum,"aff,pommiferum",285502.89853475,581407.1415,"191464",19.2,"78",Rubiaceae,,aquatica,285502.000674,581410.1175
"276","191471",Annonaceae,Oxandra,asbeckii,285502.39356383,581405.42171,"191464",19.2,"78",Rubiaceae,,aquatica,285502.000674,581410.1175
"277","191479",Chrysobalanaceae,Couepia,caryophylloides,285498.90410515,581409.2999,"191464",19.2,"78",Rubiaceae,,aquatica,285502.000674,581410.1175
"278","191480",Fabaceae,Tachigali,paraensis,285498.6475562,581408.0726,"191464",19.2,"78",Rubiaceae,,aquatica,285502.000674,581410.1175
"279","191481",Anacardiaceae,Thyrsodium,guianense,285500.89650325,581405.81285,"191464",19.2,"78",Rubiaceae,,aquatica,285502.000674,581410.1175
"280","191482",Linaceae,Hebepetalum,humiriifolium,285503.58057625,581406.61225,"191464",19.2,"78",Rubiaceae,,aquatica,285502.000674,581410.1175
"281","191483",Chrysobalanaceae,Licania,membranacea,285498.782060075,581412.82085,"191464",19.2,"78",Rubiaceae,,aquatica,285502.000674,581410.1175
"282","191673",Chrysobalanaceae,Licania,alba,285484.551967375,581469.68425,"191868",19.8,"75",Vochysiaceae,,rosea,285485.4655275,581473.9318
"283","191674",Annonaceae,Duguetia,calycina,285483.994552225,581470.14605,"191868",19.8,"75",Vochysiaceae,,rosea,285485.4655275,581473.9318
"284","191736",Rubiaceae,Palicourea,quadrifolia,285481.48755635,581476.7233,"191868",19.8,"75",Vochysiaceae,,rosea,285485.4655275,581473.9318
"285","191743",Chrysobalanaceae,Couepia,guianensis,285482.346112703,581474.258705,"191868",19.8,"75",Vochysiaceae,,rosea,285485.4655275,581473.9318
"286","191744",Annonaceae,Anaxagorea,acuminata,285484.07575,581472.995,"191868",19.8,"75",Vochysiaceae,,rosea,285485.4655275,581473.9318
"287","191745",Lauraceae,Ocotea,nigra,285484.133675,581472.803,"191868",19.8,"75",Vochysiaceae,,rosea,285485.4655275,581473.9318
"288","191746",Chrysobalanaceae,Licania,alba,285481.73818613,581470.83447,"191868",19.8,"75",Vochysiaceae,,rosea,285485.4655275,581473.9318
"289","191749",Euphorbiaceae,Sagotia,racemosa,285481.4161396,581473.77264,"191868",19.8,"75",Vochysiaceae,,rosea,285485.4655275,581473.9318
"290","191863",Fabaceae,Inga,stipularis,285485.105587875,581471.31375,"191868",19.8,"75",Vochysiaceae,,rosea,285485.4655275,581473.9318
"291","191864",Annonaceae,Oxandra,asbeckii,285485.133604938,581471.740575,"191868",19.8,"75",Vochysiaceae,,rosea,285485.4655275,581473.9318
"292","191865",Lecythidaceae,Lecythis,holcogyne,285485.948843125,581471.98325,"191868",19.8,"75",Vochysiaceae,,rosea,285485.4655275,581473.9318
"293","191866",Clusiaceae,Tovomita,longifolia,285485.757022375,581471.92615,"191868",19.8,"75",Vochysiaceae,,rosea,285485.4655275,581473.9318
"294","191867",Clusiaceae,Garcinia,benthamiana,285484.8629784,581472.81085,"191868",19.8,"75",Vochysiaceae,,rosea,285485.4655275,581473.9318
"295","191868",Vochysiaceae,Qualea,rosea,285485.4655275,581473.9318,"191868",19.8,"75",Vochysiaceae,,rosea,285485.4655275,581473.9318
"296","191869",Lecythidaceae,Eschweilera,pedicellata,285486.2798435,581474.6973,"191868",19.8,"75",Vochysiaceae,,rosea,285485.4655275,581473.9318
"297","191870",Euphorbiaceae,Sagotia,racemosa,285484.34693735,581476.9467,"191868",19.8,"75",Vochysiaceae,,rosea,285485.4655275,581473.9318
"298","191871",Euphorbiaceae,Sagotia,racemosa,285484.37402915,581477.89635,"191868",19.8,"75",Vochysiaceae,,rosea,285485.4655275,581473.9318
"299","191872",Annonaceae,Anaxagorea,acuminata,285484.5116768,581476.05415,"191868",19.8,"75",Vochysiaceae,,rosea,285485.4655275,581473.9318
"300","191882",Annonaceae,Oxandra,asbeckii,285487.685862275,581477.31285,"191868",19.8,"75",Vochysiaceae,,rosea,285485.4655275,581473.9318
"301","191891",Annonaceae,Anaxagorea,dolichocarpa,285490.0820254,581473.52745,"191868",19.8,"75",Vochysiaceae,,rosea,285485.4655275,581473.9318
"302","191892",Lecythidaceae,Eschweilera,sagotiana,285489.785258125,581473.12525,"191868",19.8,"75",Vochysiaceae,,rosea,285485.4655275,581473.9318
"303","191893",Euphorbiaceae,Sagotia,racemosa,285489.901091625,581472.74125,"191868",19.8,"75",Vochysiaceae,,rosea,285485.4655275,581473.9318
"304","191894",Chrysobalanaceae,Hymenopus,heteromorphus,285489.517451325,581472.62705,"191868",19.8,"75",Vochysiaceae,,rosea,285485.4655275,581473.9318
"305","191895",Clusiaceae,Symphonia,"sp,1",285488.5275296,581473.4832,"191868",19.8,"75",Vochysiaceae,,rosea,285485.4655275,581473.9318
"306","191896",Annonaceae,Oxandra,asbeckii,285488.728385375,581473.85685,"191868",19.8,"75",Vochysiaceae,,rosea,285485.4655275,581473.9318
"307","191897",Annonaceae,Anaxagorea,dolichocarpa,285487.863324375,581474.64555,"191868",19.8,"75",Vochysiaceae,,rosea,285485.4655275,581473.9318
"308","191898",Malvaceae,Eriotheca,longitubulosa,285488.688537025,581474.68195,"191868",19.8,"75",Vochysiaceae,,rosea,285485.4655275,581473.9318
"309","191899",Lecythidaceae,Eschweilera,sagotiana,285487.71852725,581475.12555,"191868",19.8,"75",Vochysiaceae,,rosea,285485.4655275,581473.9318
"310","191900",Annonaceae,Anaxagorea,dolichocarpa,285489.3870316,581475.83145,"191868",19.8,"75",Vochysiaceae,,rosea,285485.4655275,581473.9318
"311","191902",Violaceae,Leonia,glycycarpa,285489.434066775,581476.36855,"191868",19.8,"75",Vochysiaceae,,rosea,285485.4655275,581473.9318
"312","191903",Peraceae,Pogonophora,schomburgkiana,285489.235049,581474.94925,"191868",19.8,"75",Vochysiaceae,,rosea,285485.4655275,581473.9318
"313","191904",Chrysobalanaceae,Hymenopus,heteromorphus,285486.6454304,581474.1784,"191868",19.8,"75",Vochysiaceae,,rosea,285485.4655275,581473.9318
"314","191925",Lecythidaceae,Gustavia,hexapetala,285487.335211275,581469.46655,"191868",19.8,"75",Vochysiaceae,,rosea,285485.4655275,581473.9318
"315","191926",Annonaceae,Duguetia,calycina,285487.277289425,581469.65855,"191868",19.8,"75",Vochysiaceae,,rosea,285485.4655275,581473.9318
"316","191928",Annonaceae,Anaxagorea,acuminata,285486.20047015,581470.8027,"191868",19.8,"75",Vochysiaceae,,rosea,285485.4655275,581473.9318
"317","191929",Annonaceae,Anaxagorea,acuminata,285488.252559,581471.6228,"191868",19.8,"75",Vochysiaceae,,rosea,285485.4655275,581473.9318
"318","191931",Sapotaceae,Pouteria,singularis,285489.7780794,581471.76305,"191868",19.8,"75",Vochysiaceae,,rosea,285485.4655275,581473.9318
"319","191932",Sapotaceae,Chrysophyllum,"aff,pommiferum",285489.940939675,581471.91615,"191868",19.8,"75",Vochysiaceae,,rosea,285485.4655275,581473.9318
"320","192240",Apocynaceae,Couma,guianensis,285504.416396575,581405.91955,"191464",19.2,"78",Rubiaceae,,aquatica,285502.000674,581410.1175
"321","192243",Sapotaceae,Pouteria,torta,285504.6350335,581406.9263,"191464",19.2,"78",Rubiaceae,,aquatica,285502.000674,581410.1175
"322","192244",Myrtaceae,Myrcia,splendens,285506.137801875,581408.52475,"191464",19.2,"78",Rubiaceae,,aquatica,285502.000674,581410.1175
"323","192245",Rubiaceae,Posoqueria,latifolia,285506.2047019,581408.6493,"191464",19.2,"78",Rubiaceae,,aquatica,285502.000674,581410.1175
"324","192246",Sapotaceae,Pouteria,jariensis,285506.237141,581409.2344,"191464",19.2,"78",Rubiaceae,,aquatica,285502.000674,581410.1175
"325","192247",Annonaceae,Oxandra,asbeckii,285506.26060125,581409.50295,"191464",19.2,"78",Rubiaceae,,aquatica,285502.000674,581410.1175
"326","192248",Chrysobalanaceae,Couepia,caryophylloides,285503.8220634,581410.65995,"191464",19.2,"78",Rubiaceae,,aquatica,285502.000674,581410.1175
"327","192249",Malvaceae,Catostemma,fragrans,285502.84141595,581411.83265,"191464",19.2,"78",Rubiaceae,,aquatica,285502.000674,581410.1175
"328","192250",Chrysobalanaceae,Licania,alba,285502.84141595,581411.83265,"191464",19.2,"78",Rubiaceae,,aquatica,285502.000674,581410.1175
"329","192251",Sapotaceae,Chrysophyllum,sanguinolentum,285502.5717782,581412.3801,"191464",19.2,"78",Rubiaceae,,aquatica,285502.000674,581410.1175
"330","192274",Myristicaceae,Iryanthera,sagotiana,285504.61504535,581407.33885,"191464",19.2,"78",Rubiaceae,,aquatica,285502.000674,581410.1175
"331","193057",Lecythidaceae,Eschweilera,sagotiana,285519.5736672,581453.0141,"193668",19.6,"62",Rubiaceae,,genipoides,285524.3897194,581452.9834
"332","193058",Fabaceae,Vouacapoua,americana,285521.3865,581453.24,"193668",19.6,"62",Rubiaceae,,genipoides,285524.3897194,581452.9834
"333","193060",Fabaceae,Vouacapoua,americana,285520.5939287,581451.0163,"193668",19.6,"62",Rubiaceae,,genipoides,285524.3897194,581452.9834
"334","193061",Annonaceae,Oxandra,asbeckii,285520.2574468,581451.4392,"193668",19.6,"62",Rubiaceae,,genipoides,285524.3897194,581452.9834
"335","193097",Chrysobalanaceae,Hymenopus,heteromorphus,285522.74668,581448.728,"193668",19.6,"62",Rubiaceae,,genipoides,285524.3897194,581452.9834
"336","193253",Lecythidaceae,Lecythis,persistens,285530.6473,581422.52,"193468",19.1,"51",Clusiaceae,,obovata,285535.089592,581421.646
"337","193253",Lecythidaceae,Lecythis,persistens,285530.6473,581422.52,"193468",19.1,"51",Clusiaceae,,obovata,285535.089592,581421.646
"338","193306",Rubiaceae,Duroia,genipoides,285531.29664775,581418.63325,"193468",19.1,"51",Clusiaceae,,obovata,285535.089592,581421.646
"339","193306",Rubiaceae,Duroia,genipoides,285531.29664775,581418.63325,"193468",19.1,"51",Clusiaceae,,obovata,285535.089592,581421.646
"340","193458",Elaeocarpaceae,Sloanea,"sp,8 CAY-ATDN",285533.87768655,581418.0419,"193468",19.1,"51",Clusiaceae,,obovata,285535.089592,581421.646
"341","193458",Elaeocarpaceae,Sloanea,"sp,8 CAY-ATDN",285533.87768655,581418.0419,"193468",19.1,"51",Clusiaceae,,obovata,285535.089592,581421.646
"342","193459",Chrysobalanaceae,Licania,membranacea,285533.6063935,581419.635,"193468",19.1,"51",Clusiaceae,,obovata,285535.089592,581421.646
"343","193459",Chrysobalanaceae,Licania,membranacea,285533.6063935,581419.635,"193468",19.1,"51",Clusiaceae,,obovata,285535.089592,581421.646
"344","193460",Chrysobalanaceae,Hymenopus,heteromorphus,285533.48159225,581419.70245,"193468",19.1,"51",Clusiaceae,,obovata,285535.089592,581421.646
"345","193460",Chrysobalanaceae,Hymenopus,heteromorphus,285533.48159225,581419.70245,"193468",19.1,"51",Clusiaceae,,obovata,285535.089592,581421.646
"346","193461",Annonaceae,Oxandra,asbeckii,285532.3981626,581419.4844,"193468",19.1,"51",Clusiaceae,,obovata,285535.089592,581421.646
"347","193461",Annonaceae,Oxandra,asbeckii,285532.3981626,581419.4844,"193468",19.1,"51",Clusiaceae,,obovata,285535.089592,581421.646
"348","193462",Lecythidaceae,Eschweilera,sagotiana,285533.68236545,581420.0761,"193468",19.1,"51",Clusiaceae,,obovata,285535.089592,581421.646
"349","193462",Lecythidaceae,Eschweilera,sagotiana,285533.68236545,581420.0761,"193468",19.1,"51",Clusiaceae,,obovata,285535.089592,581421.646
"350","193463",Chrysobalanaceae,Hirtella,silicea,285533.403824,581420.307,"193468",19.1,"51",Clusiaceae,,obovata,285535.089592,581421.646
"351","193463",Chrysobalanaceae,Hirtella,silicea,285533.403824,581420.307,"193468",19.1,"51",Clusiaceae,,obovata,285535.089592,581421.646
"352","193464",Myrtaceae,Eugenia,coffeifolia,285533.2953274,581422.0532,"193468",19.1,"51",Clusiaceae,,obovata,285535.089592,581421.646
"353","193464",Myrtaceae,Eugenia,coffeifolia,285533.2953274,581422.0532,"193468",19.1,"51",Clusiaceae,,obovata,285535.089592,581421.646
"354","193465",Annonaceae,Duguetia,calycina,285533.199462925,581422.02465,"193468",19.1,"51",Clusiaceae,,obovata,285535.089592,581421.646
"355","193465",Annonaceae,Duguetia,calycina,285533.199462925,581422.02465,"193468",19.1,"51",Clusiaceae,,obovata,285535.089592,581421.646
"356","193466",Myrtaceae,Eugenia,coffeifolia,285534.70792065,581420.48615,"193468",19.1,"51",Clusiaceae,,obovata,285535.089592,581421.646
"357","193466",Myrtaceae,Eugenia,coffeifolia,285534.70792065,581420.48615,"193468",19.1,"51",Clusiaceae,,obovata,285535.089592,581421.646
"358","193467",Sapotaceae,Pouteria,melanopoda,285534.6120576,581420.4576,"193468",19.1,"51",Clusiaceae,,obovata,285535.089592,581421.646
"359","193467",Sapotaceae,Pouteria,melanopoda,285534.6120576,581420.4576,"193468",19.1,"51",Clusiaceae,,obovata,285535.089592,581421.646
"360","193468",Clusiaceae,Tovomita,obovata,285535.089592,581421.646,"193468",19.1,"51",Clusiaceae,,obovata,285535.089592,581421.646
"361","193468",Clusiaceae,Tovomita,obovata,285535.089592,581421.646,"193468",19.1,"51",Clusiaceae,,obovata,285535.089592,581421.646
"362","193468",Clusiaceae,Tovomita,obovata,285535.089592,581421.646,"193468",19.1,"51",Clusiaceae,,obovata,285535.089592,581421.646
"363","193468",Clusiaceae,Tovomita,obovata,285535.089592,581421.646,"193468",19.1,"51",Clusiaceae,,obovata,285535.089592,581421.646
"364","193469",Chrysobalanaceae,Couepia,guianensis,285535.8383941,581421.2413,"193468",19.1,"51",Clusiaceae,,obovata,285535.089592,581421.646
"365","193469",Chrysobalanaceae,Couepia,guianensis,285535.8383941,581421.2413,"193468",19.1,"51",Clusiaceae,,obovata,285535.089592,581421.646
"366","193470",Rubiaceae,Duroia,genipoides,285536.2761832,581423.2548,"193468",19.1,"51",Clusiaceae,,obovata,285535.089592,581421.646
"367","193470",Rubiaceae,Duroia,genipoides,285536.2761832,581423.2548,"193468",19.1,"51",Clusiaceae,,obovata,285535.089592,581421.646
"368","193471",Annonaceae,Oxandra,asbeckii,285537.533239725,581422.89685,"193468",19.1,"51",Clusiaceae,,obovata,285535.089592,581421.646
"369","193471",Annonaceae,Oxandra,asbeckii,285537.533239725,581422.89685,"193468",19.1,"51",Clusiaceae,,obovata,285535.089592,581421.646
"370","193472",Apocynaceae,Tabernaemontana,macrocalyx,285537.5712341,581423.1174,"193468",19.1,"51",Clusiaceae,,obovata,285535.089592,581421.646
"371","193472",Apocynaceae,Tabernaemontana,macrocalyx,285537.5712341,581423.1174,"193468",19.1,"51",Clusiaceae,,obovata,285535.089592,581421.646
"372","193473",Clusiaceae,Tovomita,"sp,2 CAY-ATDN",285538.361534225,581420.84195,"193468",19.1,"51",Clusiaceae,,obovata,285535.089592,581421.646
"373","193473",Clusiaceae,Tovomita,"sp,2 CAY-ATDN",285538.361534225,581420.84195,"193468",19.1,"51",Clusiaceae,,obovata,285535.089592,581421.646
"374","193474",Fabaceae,Bocoa,prouacensis,285538.878840625,581421.20525,"193468",19.1,"51",Clusiaceae,,obovata,285535.089592,581421.646
"375","193474",Fabaceae,Bocoa,prouacensis,285538.878840625,581421.20525,"193468",19.1,"51",Clusiaceae,,obovata,285535.089592,581421.646
"376","193476",Malvaceae,Catostemma,fragrans,285539.9423923,581421.83585,"193468",19.1,"51",Clusiaceae,,obovata,285535.089592,581421.646
"377","193476",Malvaceae,Catostemma,fragrans,285539.9423923,581421.83585,"193468",19.1,"51",Clusiaceae,,obovata,285535.089592,581421.646
"378","193477",Annonaceae,Oxandra,asbeckii,285539.61680825,581421.52965,"193468",19.1,"51",Clusiaceae,,obovata,285535.089592,581421.646
"379","193477",Annonaceae,Oxandra,asbeckii,285539.61680825,581421.52965,"193468",19.1,"51",Clusiaceae,,obovata,285535.089592,581421.646
"380","193478",Clusiaceae,Symphonia,"sp,1",285539.837467375,581421.49075,"193468",19.1,"51",Clusiaceae,,obovata,285535.089592,581421.646
"381","193478",Clusiaceae,Symphonia,"sp,1",285539.837467375,581421.49075,"193468",19.1,"51",Clusiaceae,,obovata,285535.089592,581421.646
"382","193483",Ochnaceae,Quiina,integrifolia,285538.229444,581419.5472,"193468",19.1,"51",Clusiaceae,,obovata,285535.089592,581421.646
"383","193483",Ochnaceae,Quiina,integrifolia,285538.229444,581419.5472,"193468",19.1,"51",Clusiaceae,,obovata,285535.089592,581421.646
"384","193501",Myristicaceae,Iryanthera,sagotiana,285531.687330275,581420.10965,"193468",19.1,"51",Clusiaceae,,obovata,285535.089592,581421.646
"385","193501",Myristicaceae,Iryanthera,sagotiana,285531.687330275,581420.10965,"193468",19.1,"51",Clusiaceae,,obovata,285535.089592,581421.646
"386","193504",Chrysobalanaceae,Licania,canescens,285531.705419375,581420.74275,"193468",19.1,"51",Clusiaceae,,obovata,285535.089592,581421.646
"387","193504",Chrysobalanaceae,Licania,canescens,285531.705419375,581420.74275,"193468",19.1,"51",Clusiaceae,,obovata,285535.089592,581421.646
"388","193505",Urticaceae,Pourouma,villosa,285532.664058125,581421.02825,"193468",19.1,"51",Clusiaceae,,obovata,285535.089592,581421.646
"389","193505",Urticaceae,Pourouma,villosa,285532.664058125,581421.02825,"193468",19.1,"51",Clusiaceae,,obovata,285535.089592,581421.646
"390","193506",Lecythidaceae,Eschweilera,coriacea,285534.81105295,581421.8769,"193468",19.1,"51",Clusiaceae,,obovata,285535.089592,581421.646
"391","193506",Lecythidaceae,Eschweilera,coriacea,285534.81105295,581421.8769,"193468",19.1,"51",Clusiaceae,,obovata,285535.089592,581421.646
"392","193507",Sapotaceae,Pouteria,torta,285536.538373575,581421.34515,"193468",19.1,"51",Clusiaceae,,obovata,285535.089592,581421.646
"393","193507",Sapotaceae,Pouteria,torta,285536.538373575,581421.34515,"193468",19.1,"51",Clusiaceae,,obovata,285535.089592,581421.646
"394","193509",Peraceae,Pogonophora,schomburgkiana,285533.810857375,581423.46215,"193468",19.1,"51",Clusiaceae,,obovata,285535.089592,581421.646
"395","193509",Peraceae,Pogonophora,schomburgkiana,285533.810857375,581423.46215,"193468",19.1,"51",Clusiaceae,,obovata,285535.089592,581421.646
"396","193510",Ochnaceae,Quiina,integrifolia,285533.1289652,581423.9914,"193468",19.1,"51",Clusiaceae,,obovata,285535.089592,581421.646
"397","193510",Ochnaceae,Quiina,integrifolia,285533.1289652,581423.9914,"193468",19.1,"51",Clusiaceae,,obovata,285535.089592,581421.646
"398","193538",Sapotaceae,Pouteria,"cf,speciosa",285533.71144125,581425.5249,"193468",19.1,"51",Clusiaceae,,obovata,285535.089592,581421.646
"399","193538",Sapotaceae,Pouteria,"cf,speciosa",285533.71144125,581425.5249,"193468",19.1,"51",Clusiaceae,,obovata,285535.089592,581421.646
"400","193539",Sapindaceae,Cupania,scrobiculata,285534.8653765,581423.7762,"193468",19.1,"51",Clusiaceae,,obovata,285535.089592,581421.646
"401","193539",Sapindaceae,Cupania,scrobiculata,285534.8653765,581423.7762,"193468",19.1,"51",Clusiaceae,,obovata,285535.089592,581421.646
"402","193540",Chrysobalanaceae,Licania,membranacea,285535.995883475,581424.53135,"193468",19.1,"51",Clusiaceae,,obovata,285535.089592,581421.646
"403","193540",Chrysobalanaceae,Licania,membranacea,285535.995883475,581424.53135,"193468",19.1,"51",Clusiaceae,,obovata,285535.089592,581421.646
"404","193541",Myristicaceae,Virola,michelii,285536.6777593,581424.0021,"193468",19.1,"51",Clusiaceae,,obovata,285535.089592,581421.646
"405","193541",Myristicaceae,Virola,michelii,285536.6777593,581424.0021,"193468",19.1,"51",Clusiaceae,,obovata,285535.089592,581421.646
"406","193542",Clusiaceae,Tovomita,obovata,285536.686818625,581424.31865,"193468",19.1,"51",Clusiaceae,,obovata,285535.089592,581421.646
"407","193542",Clusiaceae,Tovomita,obovata,285536.686818625,581424.31865,"193468",19.1,"51",Clusiaceae,,obovata,285535.089592,581421.646
"408","193543",Ochnaceae,Lacunaria,jenmanii,285537.569480325,581424.16305,"193468",19.1,"51",Clusiaceae,,obovata,285535.089592,581421.646
"409","193543",Ochnaceae,Lacunaria,jenmanii,285537.569480325,581424.16305,"193468",19.1,"51",Clusiaceae,,obovata,285535.089592,581421.646
"410","193544",Chrysobalanaceae,Hirtella,racemosa,285537.8173313,581425.0738,"193468",19.1,"51",Clusiaceae,,obovata,285535.089592,581421.646
"411","193544",Chrysobalanaceae,Hirtella,racemosa,285537.8173313,581425.0738,"193468",19.1,"51",Clusiaceae,,obovata,285535.089592,581421.646
"412","193545",Ochnaceae,Quiina,obovata,285535.475040425,581426.25935,"193468",19.1,"51",Clusiaceae,,obovata,285535.089592,581421.646
"413","193545",Ochnaceae,Quiina,obovata,285535.475040425,581426.25935,"193468",19.1,"51",Clusiaceae,,obovata,285535.089592,581421.646
"414","193546",Chrysobalanaceae,Hirtella,racemosa,285535.4841005,581426.5759,"193468",19.1,"51",Clusiaceae,,obovata,285535.089592,581421.646
"415","193546",Chrysobalanaceae,Hirtella,racemosa,285535.4841005,581426.5759,"193468",19.1,"51",Clusiaceae,,obovata,285535.089592,581421.646
