fid,TreeID,Family,Genus,species,Xutm,Yutm,arbre_plus_proche,sondage_N,depth_sup,Family_2,Genus_2,species_2,Xutm_2,Yutm_2
"597","203257",Chrysobalanaceae,Licania,alba,285584.115610375,581505.1901,"203215",20.8,"70",Annonaceae,,asbeckii,285579.35406656,581505.0384
"598","203257",Chrysobalanaceae,Licania,alba,285584.123678912,581504.81595,"203215",20.8,"70",Annonaceae,,asbeckii,285579.35406656,581505.0384
"599","203258",Fabaceae,Dicorynia,guianensis,285582.20490068,581505.63595,"203215",20.8,"70",Annonaceae,,asbeckii,285579.35406656,581505.0384
"600","203259",Annonaceae,Oxandra,asbeckii,285578.233832738,581509.10855,"203215",20.8,"70",Annonaceae,,asbeckii,285579.35406656,581505.0384
"601","203509",Melastomataceae,Mouriri,crassifolia,285604.033654725,581435.17045,"203517",20.2,"47",Lecythidaceae,,persistens,285601.305757,581438.855925
"602","203511",Clusiaceae,Tovomita,longifolia,285601.02265625,581435.1105,"203517",20.2,"47",Lecythidaceae,,persistens,285601.305757,581438.855925
"603","203512",Lecythidaceae,Eschweilera,sagotiana,285600.5052744,581434.7472,"203517",20.2,"47",Lecythidaceae,,persistens,285601.305757,581438.855925
"604","203513",Chrysobalanaceae,Hirtella,racemosa,285599.577574131,581436.615275,"203517",20.2,"47",Lecythidaceae,,persistens,285601.305757,581438.855925
"605","203514",Melastomataceae,Mouriri,crassifolia,285602.429749463,581437.203225,"203517",20.2,"47",Lecythidaceae,,persistens,285601.305757,581438.855925
"606","203515",Fabaceae,Inga,acreana,285601.509232362,581437.138275,"203517",20.2,"47",Lecythidaceae,,persistens,285601.305757,581438.855925
"607","203516",Myristicaceae,Virola,michelii,285601.302429,581437.652,"203517",20.2,"47",Lecythidaceae,,persistens,285601.305757,581438.855925
"608","203517",Lecythidaceae,Lecythis,persistens,285601.305757,581438.855925,"203517",20.2,"47",Lecythidaceae,,persistens,285601.305757,581438.855925
"609","203518",Ochnaceae,Lacunaria,jenmanii,285599.287411669,581438.620925,"203517",20.2,"47",Lecythidaceae,,persistens,285601.305757,581438.855925
"610","203519",Clusiaceae,Tovomita,longifolia,285600.31761175,581439.18925,"203517",20.2,"47",Lecythidaceae,,persistens,285601.305757,581438.855925
"611","203521",Myristicaceae,Virola,michelii,285600.143656537,581440.288075,"203517",20.2,"47",Lecythidaceae,,persistens,285601.305757,581438.855925
"612","203522",Peraceae,Pogonophora,schomburgkiana,285599.865908125,581439.99615,"203517",20.2,"47",Lecythidaceae,,persistens,285601.305757,581438.855925
"613","203523",Celastraceae,Salacia,cf,285600.277610862,581440.537175,"203517",20.2,"47",Lecythidaceae,,persistens,285601.305757,581438.855925
"614","203524",Clusiaceae,Tovomita,obovata,285599.269768425,581441.28305,"203517",20.2,"47",Lecythidaceae,,persistens,285601.305757,581438.855925
"615","203525",Myrtaceae,Eugenia,cupulata,285600.170638325,581441.76055,"203517",20.2,"47",Lecythidaceae,,persistens,285601.305757,581438.855925
"616","203526",Salicaceae,Casearia,"sp,1 CAY-ATDN",285604.22830175,581440.77235,"203517",20.2,"47",Lecythidaceae,,persistens,285601.305757,581438.855925
"617","203527",Myristicaceae,Virola,michelii,285604.2467288,581441.40545,"203517",20.2,"47",Lecythidaceae,,persistens,285601.305757,581438.855925
"618","203533",Rubiaceae,Duroia,eriopila,285606.051543687,581439.746325,"203517",20.2,"47",Lecythidaceae,,persistens,285601.305757,581438.855925
"619","203534",Simaroubaceae,Homalolepis,cedron,285605.96551575,581439.5115,"203517",20.2,"47",Lecythidaceae,,persistens,285601.305757,581438.855925
"620","203536",Clusiaceae,Tovomita,"sp,9 CAY-ATDN",285606.0140659,581439.00295,"203517",20.2,"47",Lecythidaceae,,persistens,285601.305757,581438.855925
"621","203537",Peraceae,Pogonophora,schomburgkiana,285605.81313025,581438.6293,"203517",20.2,"47",Lecythidaceae,,persistens,285601.305757,581438.855925
"622","203545",Cordiaceae,Cordia,sprucei,285605.335700875,581436.918075,"203517",20.2,"47",Lecythidaceae,,persistens,285601.305757,581438.855925
"623","203546",Chrysobalanaceae,Hymenopus,heteromorphus,285605.239841125,581436.889525,"203517",20.2,"47",Lecythidaceae,,persistens,285601.305757,581438.855925
"624","203547",Lecythidaceae,Gustavia,hexapetala,285605.19191125,581436.87525,"203517",20.2,"47",Lecythidaceae,,persistens,285601.305757,581438.855925
"625","203552",Clusiaceae,Tovomita,longifolia,285601.35496125,581437.82455,"203517",20.2,"47",Lecythidaceae,,persistens,285601.305757,581438.855925
"626","203553",Fabaceae,Bocoa,prouacensis,285602.220898438,581435.467375,"203517",20.2,"47",Lecythidaceae,,persistens,285601.305757,581438.855925
"627","203554",Annonaceae,Oxandra,asbeckii,285602.88372325,581442.46395,"203517",20.2,"47",Lecythidaceae,,persistens,285601.305757,581438.855925
"628","203555",Chrysobalanaceae,Licania,membranacea,285604.853273375,581439.38945,"203517",20.2,"47",Lecythidaceae,,persistens,285601.305757,581438.855925
"629","204641",Annonaceae,Anaxagorea,dolichocarpa,285625.86340105,581467.8211,"204713",20.6,"46",Vochysiaceae,,rosea,285626.1564335,581472.4059
"630","204642",Chrysobalanaceae,Hymenopus,heteromorphus,285623.72423205,581468.33465,"204713",20.6,"46",Vochysiaceae,,rosea,285626.1564335,581472.4059
"631","204643",Fabaceae,Inga,gracilifolia,285622.332488175,581469.48915,"204713",20.6,"46",Vochysiaceae,,rosea,285626.1564335,581472.4059
"632","204644",Annonaceae,Anaxagorea,dolichocarpa,285622.2077446,581469.5566,"204713",20.6,"46",Vochysiaceae,,rosea,285626.1564335,581472.4059
"633","204645",Fabaceae,Vouacapoua,americana,285624.5098404,581469.19615,"204713",20.6,"46",Vochysiaceae,,rosea,285626.1564335,581472.4059
"634","204646",Annonaceae,Anaxagorea,dolichocarpa,285625.8139879,581469.3753,"204713",20.6,"46",Vochysiaceae,,rosea,285626.1564335,581472.4059
"635","204647",Burseraceae,Protium,tenuifolium,285625.6212518,581470.36385,"204713",20.6,"46",Vochysiaceae,,rosea,285626.1564335,581472.4059
"636","204648",Sapindaceae,Talisia,sylvatica,285625.151148875,581470.53765,"204713",20.6,"46",Vochysiaceae,,rosea,285626.1564335,581472.4059
"637","204650",Malvaceae,Theobroma,guianense,285628.4408712,581470.3667,"204713",20.6,"46",Vochysiaceae,,rosea,285626.1564335,581472.4059
"638","204651",Annonaceae,Oxandra,asbeckii,285628.5954288,581469.1576,"204713",20.6,"46",Vochysiaceae,,rosea,285626.1564335,581472.4059
"639","204652",Celastraceae,Maytenus,oblongata,285628.7108672,581468.7736,"204713",20.6,"46",Vochysiaceae,,rosea,285626.1564335,581472.4059
"640","204653",Myristicaceae,Iryanthera,sagotiana,285629.78412425,581469.72075,"204713",20.6,"46",Vochysiaceae,,rosea,285626.1564335,581472.4059
"641","204654",Annonaceae,Anaxagorea,dolichocarpa,285630.01309445,581471.04405,"204713",20.6,"46",Vochysiaceae,,rosea,285626.1564335,581472.4059
"642","204674",Sapotaceae,Pouteria,sagotiana,285623.004643325,581468.64335,"204713",20.6,"46",Vochysiaceae,,rosea,285626.1564335,581472.4059
"643","204675",Lecythidaceae,Lecythis,persistens,285627.0026892,581469.93845,"204713",20.6,"46",Vochysiaceae,,rosea,285626.1564335,581472.4059
"644","204677",Peraceae,Pogonophora,schomburgkiana,285629.6696432,581469.0591,"204713",20.6,"46",Vochysiaceae,,rosea,285626.1564335,581472.4059
"645","204678",Fabaceae,Inga,loubryana,285621.30366815,581472.21605,"204713",20.6,"46",Vochysiaceae,,rosea,285626.1564335,581472.4059
"646","204684",Fabaceae,Vouacapoua,americana,285622.6264407,581473.0283,"204713",20.6,"46",Vochysiaceae,,rosea,285626.1564335,581472.4059
"647","204707",Chrysobalanaceae,Hymenopus,heteromorphus,285627.59086875,581477.01675,"204713",20.6,"46",Vochysiaceae,,rosea,285626.1564335,581472.4059
"648","204708",Sapindaceae,Talisia,guianensis,285629.1361726,581475.6988,"204713",20.6,"46",Vochysiaceae,,rosea,285626.1564335,581472.4059
"649","204709",Meliaceae,Trichilia,schomburgkii,285629.0989399,581474.4326,"204713",20.6,"46",Vochysiaceae,,rosea,285626.1564335,581472.4059
"650","204710",Sapotaceae,Pouteria,melanopoda,285627.009102975,581473.39195,"204713",20.6,"46",Vochysiaceae,,rosea,285626.1564335,581472.4059
"651","204710",Sapotaceae,Pouteria,melanopoda,285627.009102975,581473.39195,"204713",20.6,"46",Vochysiaceae,,rosea,285626.1564335,581472.4059
"652","204711",Fabaceae,Eperua,falcata,285624.1223938,581473.26455,"204713",20.6,"46",Vochysiaceae,,rosea,285626.1564335,581472.4059
"653","204712",Annonaceae,Oxandra,asbeckii,285627.0770802,581472.47085,"204713",20.6,"46",Vochysiaceae,,rosea,285626.1564335,581472.4059
"654","204713",Vochysiaceae,Qualea,rosea,285626.1564335,581472.4059,"204713",20.6,"46",Vochysiaceae,,rosea,285626.1564335,581472.4059
"655","204714",Malvaceae,Theobroma,guianense,285625.7254545,581471.7546,"204713",20.6,"46",Vochysiaceae,,rosea,285626.1564335,581472.4059
"656","204715",Fabaceae,Bocoa,prouacensis,285625.60071295,581471.82205,"204713",20.6,"46",Vochysiaceae,,rosea,285626.1564335,581472.4059
"657","204716",Annonaceae,Anaxagorea,dolichocarpa,285624.8894482,581473.49295,"204713",20.6,"46",Vochysiaceae,,rosea,285626.1564335,581472.4059
"658","204717",Burseraceae,Protium,sagotianum,285624.78330125,581474.1935,"204713",20.6,"46",Vochysiaceae,,rosea,285626.1564335,581472.4059
"659","204718",Fabaceae,Vouacapoua,americana,285624.6967175,581474.4815,"204713",20.6,"46",Vochysiaceae,,rosea,285626.1564335,581472.4059
"660","204725",Annonaceae,Oxandra,asbeckii,285630.12571,581473.797,"204713",20.6,"46",Vochysiaceae,,rosea,285626.1564335,581472.4059
"661","204726",Putranjivaceae,Drypetes,variabilis,285628.774072375,581473.08075,"204713",20.6,"46",Vochysiaceae,,rosea,285626.1564335,581472.4059
"662","204883",Annonaceae,Anaxagorea,dolichocarpa,285611.87737875,581511.5607,"204918",20.7,"42",Melastomataceae,,sagotiana,285614.36935775,581514.3943
"663","204884",Annonaceae,Oxandra,asbeckii,285612.0692025,581511.6178,"204918",20.7,"42",Melastomataceae,,sagotiana,285614.36935775,581514.3943
"664","204885",Myristicaceae,Virola,michelii,285611.21442835,581512.72305,"204918",20.7,"42",Melastomataceae,,sagotiana,285614.36935775,581514.3943
"665","204886",Clusiaceae,Symphonia,"sp,1",285610.90715135,581513.04995,"204918",20.7,"42",Melastomataceae,,sagotiana,285614.36935775,581514.3943
"666","204887",Meliaceae,Trichilia,schomburgkii,285610.6091979,581513.6934,"204918",20.7,"42",Melastomataceae,,sagotiana,285614.36935775,581514.3943
"667","204889",Sapindaceae,Talisia,sylvatica,285609.62962895,581514.8661,"204918",20.7,"42",Melastomataceae,,sagotiana,285614.36935775,581514.3943
"668","204890",Annonaceae,Oxandra,asbeckii,285609.4480156,581514.0799,"204918",20.7,"42",Melastomataceae,,sagotiana,285614.36935775,581514.3943
"669","204894",Annonaceae,Anaxagorea,dolichocarpa,285609.8298996,581516.2854,"204918",20.7,"42",Melastomataceae,,sagotiana,285614.36935775,581514.3943
"670","204900",Lecythidaceae,Eschweilera,sagotiana,285611.657397625,581516.4633,"204918",20.7,"42",Melastomataceae,,sagotiana,285614.36935775,581514.3943
"671","204901",Fabaceae,Inga,acreana,285611.82546675,581516.25185,"204918",20.7,"42",Melastomataceae,,sagotiana,285614.36935775,581514.3943
"672","204903",Ochnaceae,Quiina,integrifolia,285613.9551266,581516.4674,"204918",20.7,"42",Melastomataceae,,sagotiana,285614.36935775,581514.3943
"673","204904",Annonaceae,Oxandra,asbeckii,285614.2225,581518.01125,"204918",20.7,"42",Melastomataceae,,sagotiana,285614.36935775,581514.3943
"674","204906",Annonaceae,Oxandra,asbeckii,285615.2962576,581518.9584,"204918",20.7,"42",Melastomataceae,,sagotiana,285614.36935775,581514.3943
"675","204909",Burseraceae,Protium,opacum,285615.69009825,581518.3435,"204918",20.7,"42",Melastomataceae,,sagotiana,285614.36935775,581514.3943
"676","204910",Annonaceae,Oxandra,asbeckii,285610.3094781,581516.42815,"204918",20.7,"42",Melastomataceae,,sagotiana,285614.36935775,581514.3943
"677","204912",Annonaceae,Anaxagorea,dolichocarpa,285616.6204,581518.725,"204918",20.7,"42",Melastomataceae,,sagotiana,285614.36935775,581514.3943
"678","204913",Annonaceae,Oxandra,asbeckii,285616.30462555,581517.6897,"204918",20.7,"42",Melastomataceae,,sagotiana,285614.36935775,581514.3943
"679","204916",Lecythidaceae,Eschweilera,coriacea,285615.4337408,581515.0249,"204918",20.7,"42",Melastomataceae,,sagotiana,285614.36935775,581514.3943
"680","204917",Fabaceae,Swartzia,guianensis,285613.55715525,581510.49185,"204918",20.7,"42",Melastomataceae,,sagotiana,285614.36935775,581514.3943
"681","204918",Melastomataceae,Mouriri,sagotiana,285614.36935775,581514.3943,"204918",20.7,"42",Melastomataceae,,sagotiana,285614.36935775,581514.3943
"682","204919",Annonaceae,Oxandra,asbeckii,285615.761381,581513.2398,"204918",20.7,"42",Melastomataceae,,sagotiana,285614.36935775,581514.3943
"683","204920",Calophyllaceae,Caraipa,densifolia,285614.718287825,581510.10535,"204918",20.7,"42",Melastomataceae,,sagotiana,285614.36935775,581514.3943
"684","204921",Rubiaceae,Amaioua,guianensis,285614.8413156,581512.1292,"204918",20.7,"42",Melastomataceae,,sagotiana,285614.36935775,581514.3943
"685","204922",Annonaceae,Oxandra,asbeckii,285613.872870525,581511.52715,"204918",20.7,"42",Melastomataceae,,sagotiana,285614.36935775,581514.3943
"686","204923",Chrysobalanaceae,Licania,canescens,285613.6513115,581512.6117,"204918",20.7,"42",Melastomataceae,,sagotiana,285614.36935775,581514.3943
"687","204924",Annonaceae,Anaxagorea,dolichocarpa,285613.027443625,581512.94895,"204918",20.7,"42",Melastomataceae,,sagotiana,285614.36935775,581514.3943
"688","204926",Myristicaceae,Virola,michelii,285612.355176875,581513.79475,"204918",20.7,"42",Melastomataceae,,sagotiana,285614.36935775,581514.3943
"689","204927",Moraceae,Trymatococcus,oligandrus,285612.829643012,581514.30205,"204918",20.7,"42",Melastomataceae,,sagotiana,285614.36935775,581514.3943
"690","204932",Annonaceae,Oxandra,asbeckii,285610.973316175,581514.22015,"204918",20.7,"42",Melastomataceae,,sagotiana,285614.36935775,581514.3943
"691","205088",Clusiaceae,Tovomita,"sp,9 CAY-ATDN",285619.1369951,581514.87215,"204918",20.7,"42",Melastomataceae,,sagotiana,285614.36935775,581514.3943
"692","205089",Clusiaceae,Tovomita,"sp,9 CAY-ATDN",285618.1294948,581515.0952,"204918",20.7,"42",Melastomataceae,,sagotiana,285614.36935775,581514.3943
"693","205089",Clusiaceae,Tovomita,"sp,9 CAY-ATDN",285618.1294948,581515.0952,"204918",20.7,"42",Melastomataceae,,sagotiana,285614.36935775,581514.3943
"694","205091",Violaceae,Paypayrola,hulkiana,285617.7543512,581516.3432,"204918",20.7,"42",Melastomataceae,,sagotiana,285614.36935775,581514.3943
"695","205092",Annonaceae,Oxandra,asbeckii,285617.7543512,581516.3432,"204918",20.7,"42",Melastomataceae,,sagotiana,285614.36935775,581514.3943
"696","205094",Sapotaceae,Micropholis,guyanensis,285618.50215155,581516.98415,"204918",20.7,"42",Melastomataceae,,sagotiana,285614.36935775,581514.3943
"697","205153",Annonaceae,Oxandra,asbeckii,285618.8220676,581512.7912,"204918",20.7,"42",Melastomataceae,,sagotiana,285614.36935775,581514.3943
"698","205318",Elaeocarpaceae,Sloanea,garckeana,285630.35657,581473.029,"204713",20.6,"46",Vochysiaceae,,rosea,285626.1564335,581472.4059
