TreeID,Family,Genus,species,DBH,Xutm,Yutm
"190817",Clusiaceae,Tovomita,"sp,2 CAY-ATDN",1,285470.5847776,581433.1968
"190818",Sapindaceae,Talisia,hexaphylla,1.4,285470.3951601,581432.09405
"190820",Chrysobalanaceae,Hymenopus,heteromorphus,1,285472.04990785,581434.5747
"190821",Myristicaceae,Virola,michelii,1.5,285472.625227,581434.746
"190822",Myrtaceae,Eugenia,coffeifolia,1.7,285473.737935125,581434.86805
"190823",Sapotaceae,Pouteria,"cf,speciosa",1.9,285474.9486425,581433.973
"190824",Sapotaceae,Micropholis,guyanensis,7.2,285472.859193475,581432.93235
"190825",Annonaceae,Oxandra,asbeckii,8.2,285471.71071935,581431.5441
"190826",Myristicaceae,Iryanthera,sagotiana,1.3,285474.299598825,581432.31495
"190827",Clusiaceae,Tovomita,obovata,1.2,285472.5869179,581430.0263
"190828",Fabaceae,Bocoa,prouacensis,1,285472.733972575,581428.50065
"190829",Annonaceae,Unonopsis,stipitata,1.8,285472.61126965,581427.52245
"190830",Clusiaceae,Symphonia,"sp,1",2.6,285473.884556875,581428.84325
"190831",Sapotaceae,Pouteria,guianensis,6.8,285474.425146625,581427.225525
"190832",Myristicaceae,Virola,michelii,2.6,285474.02945375,581428.36325
"190833",Vochysiaceae,Ruizterania,albiflora,1.3,285475.284861875,581429.05095
"190834",Fabaceae,Swartzia,arborescens,1.1,285476.0429684,581428.9628
"190835",Fabaceae,Swartzia,polyphylla,1.1,285476.29482125,581427.78225
"190836",Clusiaceae,Garcinia,madruno,4.1,285476.48445,581428.885
"190837",Lecythidaceae,Lecythis,persistens,1,285476.721810613,581427.75245
"190838",Rubiaceae,Posoqueria,latifolia,1.3,285476.542405,581428.693
"190839",Sapotaceae,Pradosia,cochlearia,40.74366543,285474.64052675,581429.80075
"190840",Fabaceae,Vatairea,paraensis,60.00141355,285469.07040545,581427.8283
"190841",Peraceae,Pogonophora,schomburgkiana,12.41408556,285470.2166533,581430.2622
"190842",Clusiaceae,Symphonia,"sp,1",16.55211408,285466.6155398,581431.8057
"190843",Vochysiaceae,Qualea,rosea,12.09577567,285473.8090957,581432.9013
"190844",Sapotaceae,Pouteria,gonggrijpii,2.2,285465.496930413,581434.506905
"190845",Lecythidaceae,Lecythis,persistens,1.1,285467.9425031,581435.0258
"190846",Myristicaceae,Iryanthera,hostmannii,3.4,285467.922461925,581435.43835
"190847",Annonaceae,Duguetia,calycina,1.1,285468.497790075,581435.60965
"190848",Clusiaceae,Tovomita,"sp,11 CAY-ATDN",1.5,285468.8144357,581435.5993
"190849",Burseraceae,Protium,sagotianum,3.7,285467.017224375,581437.05215
"190850",Meliaceae,Guarea,pubescens,1,285469.126790625,581437.68025
"190851",Peraceae,Pogonophora,schomburgkiana,1.7,285467.2336828,581439.10455
"190852",Dichapetalaceae,Tapura,capitulifera,1.6,285468.9196554,581440.44355
"190852",Dichapetalaceae,Tapura,capitulifera,1.2,285468.9196554,581440.44355
"190853",Dichapetalaceae,Tapura,guianensis,1.1,285466.781062525,581439.91145
"190854",Dichapetalaceae,Tapura,capitulifera,1.1,285467.0776831,581440.31365
"190855",Lauraceae,Ocotea,argyrophylla,5.1,285466.616116,581440.804
"190856",Dichapetalaceae,Tapura,capitulifera,1.5,285464.015925125,581440.76225
"190856",Dichapetalaceae,Tapura,capitulifera,1,285464.015925125,581440.76225
"190857",Rubiaceae,Duroia,acquatica,1.1,285464.78985855,581442.35285
"190858",Sapotaceae,Pouteria,"cf,speciosa",1,285466.660852375,581442.38675
"190859",Meliaceae,Guarea,pubescens,2.5,285466.46693015,581443.3753
"190860",Burseraceae,Protium,sagotianum,1,285466.85050625,581443.4895
"190861",Sapotaceae,Pradosia,cochlearia,1.3,285465.563815375,581443.94345
"190862",Burseraceae,Protium,subserratum,1.7,285467.999115375,581444.87775
"190863",Annonaceae,Fusaea,longifolia,8.5,285468.4137907,581443.8503
"190864",Lecythidaceae,Lecythis,persistens,4.8,285468.4137907,581443.8503
"190866",Violaceae,Leonia,glycycarpa,1.1,285469.814264,581444.058
"190868",Sapindaceae,Cupania,rubiginosa,2.2,285472.07987,581443.477
"190869",Malvaceae,Theobroma,subincanum,1.2,285471.089861425,581444.33315
"190870",Chrysobalanaceae,Hirtella,silicea,1.3,285468.93331115,581443.16795
"190871",Malvaceae,Eriotheca,globosa,6.7,285469.345864075,581443.18615
"190872",Annonaceae,Anaxagorea,acuminata,1.9,285470.1799247,581443.5391
"190873",Meliaceae,Guarea,costata,1.6,285468.7436464,581442.0652
"190873",Meliaceae,Guarea,costata,2.5,285468.7436464,581442.0652
"190874",Peraceae,Pogonophora,schomburgkiana,0.8,285469.2831922,581440.9703
"190875",Salicaceae,Piparea,multiflora,2.1,285469.1783494,581440.6252
"190877",Metteniusaceae,Poraqueiba,guianensis,1.7,285472.485555,581442.133
"190878",Annonaceae,Anaxagorea,acuminata,2.3,285472.9202175,581440.693
"190879",Annonaceae,Guatteria,wachenheimii,1.6,285472.412839737,581440.123425
"190880",Sapotaceae,Pouteria,"cf,speciosa",1.1,285473.3259025,581439.349
"190881",Meliaceae,Trichilia,schomburgkii,5.2,285472.137293675,581438.78585
"190882",Myristicaceae,Iryanthera,sagotiana,4.6,285472.86175555,581436.38585
"190883",Myrtaceae,Eugenia,coffeifolia,1.6,285471.50612115,581437.7609
"190884",Rubiaceae,Amaioua,guianensis,3.1,285470.56513125,581438.1085
"190885",Annonaceae,Oxandra,asbeckii,2,285471.0356271,581437.9347
"190886",Sapotaceae,Chrysophyllum,pomiferum,2.1,285470.0187752,581437.8412
"190887",Rubiaceae,Amaioua,guianensis,3.2,285469.4592015,581439.34865
"190888",Chrysobalanaceae,Hymenopus,latistipulus,2.1,285469.938654,581439.4914
"190889",Malvaceae,Catostemma,fragrans,1.8,285469.59302225,581439.59775
"190890",Malvaceae,Theobroma,subincanum,1.1,285470.81913485,581435.8823
"190891",Fabaceae,Inga,pezizifera,17.66619868,285470.531471675,581435.79665
"190892",Sapindaceae,Cupania,scrobiculata,12.09577567,285468.66952795,581436.0793
"190893",Arecaceae,Oenocarpus,bataua,22.60000192,285471.53349055,581443.2097
"190894",Goupiaceae,Goupia,glabra,15.75633937,285471.361724775,581442.74005
"190895",Chrysobalanaceae,Licania,alba,10.82253613,285472.191026375,581440.68515
"190896",Simaroubaceae,Homalolepis,cedron,10.66338119,285472.27796045,581440.39715
"190897",Lecythidaceae,Eschweilera,sagotiana,41.3802852,285471.138344875,581439.32545
"190898",Lecythidaceae,Eschweilera,coriacea,34.05915782,285471.59988835,581438.8351
"190899",Annonaceae,Xylopia,"Indet,",11.14084602,285471.4012812,581437.4158
"190900",Annonaceae,Anaxagorea,dolichocarpa,7.3,285462.132881438,581444.22985
"190901",Meliaceae,Guarea,pubescens,4.8,285463.02832255,581445.0719
"190902",Fabaceae,Inga,rubiginosa,4,285463.1689504,581446.6832
"190903",Lecythidaceae,Eschweilera,sagotiana,9.3,285460.10271415,581449.2231
"190904",Chrysobalanaceae,Licania,alba,2.4,285463.2448124,581447.1243
"190905",Chrysobalanaceae,Hymenopus,latistipulus,2,285465.34821005,581450.88935
"190906",Lecythidaceae,Eschweilera,sagotiana,1.5,285465.2591625,581452.223
"190907",Meliaceae,Guarea,pubescens,1.3,285468.5735925,581455.093
"190908",Rubiaceae,Palicourea,quadrifolia,0.7,285467.80157125,581452.45675
"190909",Annonaceae,Anaxagorea,acuminata,1.5,285467.6518942,581450.5289
"190910",Annonaceae,Oxandra,asbeckii,0.9,285469.12144175,581449.8155
"190911",Cordiaceae,Cordia,nodosa,2,285466.9806019,581450.32905
