TreeID,Family,Genus,species,DBH,Xutm,Yutm
"204050",Lecythidaceae,Lecythis,persistens,1.6,285595.3045124,581515.9364
"204068",Annonaceae,Oxandra,asbeckii,1,285597.6838691,581516.01705
"204069",Annonaceae,Oxandra,asbeckii,1.1,285597.7583081,581518.54945
"204070",Annonaceae,Oxandra,asbeckii,2,285599.04344665,581519.14115
"204071",Annonaceae,Anaxagorea,dolichocarpa,3.4,285599.955154175,581518.88955
"204072",Sapotaceae,Pouteria,flavilatex,2.2,285598.707255675,581519.56405
"204073",Clusiaceae,Tovomita,"sp,11 CAY-ATDN",1,285598.582465,581519.6315
"204074",Celastraceae,Maytenus,oblongata,1.9,285598.859978375,581520.44625
"204075",Annonaceae,Oxandra,asbeckii,1.2,285597.0663502,581519.8078
"204077",Fabaceae,Inga,loubryana,1.5,285599.4634448,581521.5672
"204078",Myristicaceae,Iryanthera,sagotiana,1.8,285597.7368542,581521.0533
"204079",Myristicaceae,Iryanthera,sagotiana,1.1,285599.2138627,581521.7021
"204080",Apocynaceae,Macoubea,guianensis,1.7,285598.915854875,581522.34555
"204081",Sapotaceae,Pouteria,guianensis,1.8,285600.1730812,581521.9876
"204082",Meliaceae,Guarea,costata,1.6,285599.8555266,581523.0436
"204083",Burseraceae,Protium,opacum,6.1,285599.87416125,581523.6767
"204084",Annonaceae,Oxandra,asbeckii,1.4,285599.87416125,581523.6767
"204090",Calophyllaceae,Caraipa,densifolia,3.3,285599.3638485,581525.72125
"204091",Meliaceae,Trichilia,schomburgkii,1.4,285599.843472,581525.864
"204092",Annonaceae,Anaxagorea,dolichocarpa,4.3,285601.358725,581526.73335
"204093",Lauraceae,Ocotea,splendens,2.2,285601.149126,581524.9975
"204094",Myristicaceae,Virola,michelii,2.8,285601.1016154,581524.4604
"204095",Lecythidaceae,Gustavia,hexapetala,6.8,285601.8485655,581526.147
"204096",Sapotaceae,Pouteria,bangii,1.2,285602.37748635,581524.73555
"204097",Annonaceae,Cymbopetalum,brasiliense,1.7,285602.83756255,581525.29085
"204098",Meliaceae,Guarea,costata,2.6,285602.941928,581526.6816
"204098",Meliaceae,Guarea,costata,1.2,285602.941928,581526.6816
"204099",Sapindaceae,Talisia,hexaphylla,2.6,285603.13377725,581526.7387
"204100",Olacaceae,Minquartia,guianensis,1,285603.384238925,581525.55815
"204101",Chrysobalanaceae,Hymenopus,heteromorphus,1.3,285603.728860675,581526.49745
"204102",Malvaceae,Catostemma,fragrans,3.3,285603.3180681,581524.38795
"204103",Clusiaceae,Tovomita,"sp,9 CAY-ATDN",4.7,285602.8207043,581522.56645
"204104",Clusiaceae,Tovomita,"sp,2 CAY-ATDN",2.4,285602.063558575,581521.60895
"204105",Sapindaceae,Talisia,megaphyla,4,285601.200268,581521.352
"204106",Fabaceae,Inga,stipularis,1.3,285600.8947962,581519.5876
"204107",Annonaceae,Oxandra,asbeckii,1,285601.50010825,581518.61725
"204108",Fabaceae,Inga,gracilifolia,5.3,285601.6248957,581518.5498
"204109",Clusiaceae,Tovomita,obovata,1.3,285602.2190421,581519.3542
"204110",Annonaceae,Anaxagorea,dolichocarpa,2.5,285602.6027202,581519.4684
"204111",Chrysobalanaceae,Leptobalanus,sprucei,4,285603.77239545,581520.4441
"204112",Annonaceae,Oxandra,asbeckii,3.1,285604.061967025,581518.43845
"204113",Clusiaceae,Tovomita,obovata,0.9,285604.503373475,581518.36065
"204114",Annonaceae,Oxandra,asbeckii,1.9,285603.8030784,581518.2568
"204115",Chrysobalanaceae,Hymenopus,heteromorphus,4.5,285603.37190425,581517.6055
"204116",Annonaceae,Anaxagorea,dolichocarpa,1.3,285601.0596254,581517.6494
"204117",Annonaceae,Anaxagorea,dolichocarpa,2.4,285601.0307565,581517.7454
"204118",Annonaceae,Oxandra,asbeckii,10.82253613,285599.055593125,581516.32075
"204119",Annonaceae,Oxandra,asbeckii,10.50422624,285598.006942,581519.4602
"204121",Burseraceae,Dacryodes,nitens,14.9,285599.7773245,581524.6938
"204122",Chrysobalanaceae,Licania,alba,23.55493158,285603.709325,581526.91
"204123",Lecythidaceae,Lecythis,poiteaui,10.3450713,285603.3394002,581521.8841
"204124",Annonaceae,Oxandra,asbeckii,16.71126902,285604.050834,581520.2132
"204125",Lauraceae,Licaria,cannella,18.78028328,285603.02549725,581518.7575
"204126",Annonaceae,Guatteria,ouregou,1.9,285601.70336815,581506.12655
"204127",Sapotaceae,Pouteria,jariensis,1.1,285600.3400632,581507.18505
"204128",Lecythidaceae,Gustavia,hexapetala,7.2,285599.89867445,581507.26285
"204130",Fabaceae,Inga,loubryana,1.6,285603.236966,581507.629
"204131",Chrysobalanaceae,Licania,membranacea,1.3,285600.47414255,581507.43415
"204132",Fabaceae,Inga,loubryana,1.7,285603.244355875,581510.03685
"204133",Meliaceae,Guarea,costata,1.2,285602.994792375,581510.17175
"204134",Chrysobalanaceae,Licania,canescens,2.2,285602.524533,581510.34555
"204135",Annonaceae,Oxandra,asbeckii,1.5,285601.950017,581509.1286
"204136",Annonaceae,Oxandra,asbeckii,2.5,285601.4890583,581509.61895
"204137",Annonaceae,Oxandra,asbeckii,1.6,285599.1861726,581509.9794
"204138",Celastraceae,Cheiloclinium,cognatum,6.2,285601.938792925,581510.90335
"204139",Clusiaceae,Tovomita,obovata,1.9,285602.3317525,581511.3341
"204141",Moraceae,Brosimum,rubescens,9.8,285600.9488683,581512.80515
"204142",Sapotaceae,Pouteria,bilocularis,6.1,285600.07536875,581513.2773
"204144",Sapindaceae,Talisia,mollis,1,285597.656930875,581514.02175
"204145",Sapotaceae,Pouteria,flavilatex,4,285597.791020275,581514.27085
"204146",Annonaceae,Oxandra,asbeckii,2.9,285597.5311725,581515.13485
"204147",Annonaceae,Anaxagorea,dolichocarpa,5.2,285599.31542875,581515.45675
"204148",Annonaceae,Anaxagorea,dolichocarpa,2.6,285601.1089892,581516.0952
"204149",Annonaceae,Oxandra,asbeckii,2.2,285601.3296931,581516.0563
