TreeID,Family,Genus,species,DBH,Xutm,Yutm
"191300",Rubiaceae,Posoqueria,latifolia,1,285484.94712,581418.8496
"191301",Lecythidaceae,Eschweilera,pedicellata,5.7,285486.1265627,581419.0962
"191302",Annonaceae,Oxandra,asbeckii,6.2,285489.33772035,581417.4577
"191303",Celastraceae,Cheiloclinium,cognatum,4.5,285489.88263555,581412.1898
"191304",Cordiaceae,Cordia,sprucei,1.2,285490.633987623,581410.634885
"191305",Lauraceae,Endlicheria,multiflora,1,285490.318267791,581410.226975
"191306",Chrysobalanaceae,Hirtella,glandulosa,1,285488.514213336,581409.626925
"191307",Cordiaceae,Cordia,sprucei,1.3,285488.653238362,581411.07035
"191307",Cordiaceae,Cordia,sprucei,2.6,285488.653238362,581411.07035
"191307",Cordiaceae,Cordia,sprucei,2.1,285488.653238362,581411.07035
"191308",Myristicaceae,Iryanthera,sagotiana,1.5,285487.90258921,581413.2114
"191309",Fabaceae,Inga,loubryana,8.2,285487.85759089,581411.2833
"191310",Elaeocarpaceae,Sloanea,synandra,17.82535363,285488.525758812,581411.49275
"191311",Lecythidaceae,Eschweilera,coriacea,37.87887646,285487.02742448,581411.9568
"191312",Moraceae,Helicostylis,pedunculata,11.30000096,285485.744737196,581410.633145
"191313",Sapotaceae,Pouteria,eugeniifolia,33.10422816,285485.863533907,581410.239545
"191319",Apocynaceae,Ambelania,acida,5.1,285489.66652093,581406.6743
"191325",Ochnaceae,Lacunaria,crenata,7.2,285490.9419645,581407.2948
"191326",Sapotaceae,Chrysophyllum,"aff,pommiferum",1.4,285490.9419645,581407.2948
"191327",Lauraceae,Licaria,debilis,1.4,285492.131806138,581409.93005
"191328",Chrysobalanaceae,Licania,alba,2.6,285492.38806,581410.812
"191329",Loganiaceae,Strychnos,bredemeyeri,1,285490.0872964,581410.1268
"191331",Clusiaceae,Tovomita,obovata,1.3,285488.24431568,581407.9248
"191332",Chrysobalanaceae,Licania,membranacea,2.2,285486.496326648,581408.52375
"191334",Myristicaceae,Iryanthera,sagotiana,3,285486.628132313,581406.01005
"191335",Fabaceae,Inga,brachystachys,1.5,285486.462973815,581406.55725
"191337",Annonaceae,Unonopsis,rufescens,1.9,285485.06341919,581407.04025
"191338",Sapotaceae,Chrysophyllum,"aff,pommiferum",2.4,285488.117083503,581408.69255
"191340",Lecythidaceae,Lecythis,poiteaui,25.94225572,285487.741816675,581407.85885
"191344",Clusiaceae,Symphonia,"sp,1",24.50986124,285491.7412531,581408.1083
"191345",Fabaceae,Vouacapoua,americana,43.29014452,285490.625403663,581407.30515
"191346",Lecythidaceae,Lecythis,persistens,12.5732405,285489.000399713,581409.22765
"191450",Annonaceae,Oxandra,asbeckii,6,285497.062709,581409.17
"191451",Chrysobalanaceae,Hymenopus,latistipulus,1.5,285495.5578696,581408.6172
"191453",Lecythidaceae,Eschweilera,congestiflora,1.9,285495.968200825,581409.68105
"191454",Fabaceae,Swartzia,polyphylla,2,285495.852330125,581410.06505
"191455",Sapotaceae,Pouteria,guianensis,1.3,285493.3108855,581409.8313
"191456",Clusiaceae,Symphonia,"sp,1",1.6,285493.4246623,581410.49295
